352801:80028880000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0539
352802:80053490000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0527
352803:80028900000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0385
352804:80028990000,80088,Macgregor (ACT),8,Australian Capital Territory,0.1285
352805:80028850000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0442
352806:80028860000,80088,Macgregor (ACT),8,Australian Capital Territory,0.04
352807:80056492400,80088,Macgregor (ACT),8,Australian Capital Territory,0.028
352808:80056528100,80088,Macgregor (ACT),8,Australian Capital Territory,0.0228
352809:80049565800,80088,Macgregor (ACT),8,Australian Capital Territory,0.0287
352810:80056502900,80088,Macgregor (ACT),8,Australian Capital Territory,0.0538
352811:80056506000,80088,Macgregor (ACT),8,Australian Capital Territory,0.014
352812:80056527300,80088,Macgregor (ACT),8,Australian Capital Territory,0.1718
352813:80056520500,80088,Macgregor (ACT),8,Australian Capital Territory,0.0161
352814:80056561800,80088,Macgregor (ACT),8,Australian Capital Territory,0.0124
352815:80056528200,80088,Macgregor (ACT),8,Australian Capital Territory,0.0145
352816:80056559800,80088,Macgregor (ACT),8,Australian Capital Territory,0.0306
352817:80056521200,80088,Macgregor (ACT),8,Australian Capital Territory,0.0186
352818:80056524700,80088,Macgregor (ACT),8,Australian Capital Territory,0.0218
352819:80056524800,80088,Macgregor (ACT),8,Australian Capital Territory,0.0121
352820:80056524300,80088,Macgregor (ACT),8,Australian Capital Territory,0.0687
352821:80056524900,80088,Macgregor (ACT),8,Australian Capital Territory,0.0171
352822:80056525000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0161
352823:80049564000,80088,Macgregor (ACT),8,Australian Capital Territory,0.0753
352824:80049566100,80088,Macgregor (ACT),8,Australian Capital Territory,0.0289
352825:80056524600,80088,Macgregor (ACT),8,Australian Capital Territory,0.4402
352826:80056524400,80088,Macgregor (ACT),8,Australian Capital Territory,0.0245
352827:80056562500,80088,Macgregor (ACT),8,Australian Capital Territory,0.0248
352828:80056552300,80088,Macgregor (ACT),8,Australian Capital Territory,0.0166
352829:80056557900,80088,Macgregor (ACT),8,Australian Capital Territory,0.0215
353050:80039590000,80116,Spence (ACT),8,Australian Capital Territory,0.0626
353051:80039330000,80116,Spence (ACT),8,Australian Capital Territory,0.0235
353052:80039410000,80116,Spence (ACT),8,Australian Capital Territory,0.0434
353053:80039280000,80116,Spence (ACT),8,Australian Capital Territory,0.0201
353054:80039230000,80116,Spence (ACT),8,Australian Capital Territory,0.0587
353055:80048930000,80116,Spence (ACT),8,Australian Capital Territory,0.0059
353056:80054800000,80116,Spence (ACT),8,Australian Capital Territory,0.0075
353057:80039420000,80116,Spence (ACT),8,Australian Capital Territory,0.0128
353058:80039310000,80116,Spence (ACT),8,Australian Capital Territory,0.0429
353059:80039340000,80116,Spence (ACT),8,Australian Capital Territory,0.0108
353060:80039530000,80116,Spence (ACT),8,Australian Capital Territory,0.0347
353061:80039470000,80116,Spence (ACT),8,Australian Capital Territory,0.0726
353062:80039300000,80116,Spence (ACT),8,Australian Capital Territory,0.0359
353063:80039520000,80116,Spence (ACT),8,Australian Capital Territory,0.0046
353064:80048960000,80116,Spence (ACT),8,Australian Capital Territory,0.0029
